UniProt,Compounds
P04798|P05177,53
P16444,55
P35222|P15884,39
P42226|Q96SW2,19
P63104,30
Q14940,30
Q8TAX0,35
Q969V1|Q99705,51
Q99884,55
Q9NS87,32
Q9NYB0,31
Q9UI32,49
Q9ULZ9,32
Q9Y6W6,33
O00206|Q9Y6Y9,19
O75909|Q9NYV4|Q96SW2,8
P08254|P08253,53
P30926|Q15822,42
P49763,44
Q02241,53
Q14653,56
Q8IVT5,30
Q8NHB7,56
Q96NY8,56
Q9BQB4,32
Q9BSW2,56
Q9GZU1,19
Q9NRA2,35
Q9UKP4,50
Q9Y6F8,55
O60603|Q9Y2C9,33
P00742|P12259|Q8IWQ3,19
P02774,37
P21817,37
P53816,56
P56199,20
P59536,10
Q02750|P40337,12
Q14164|Q9UHD2,54
Q96SW2|P36969,37
Q9UM47,55
Q9Y5K5,40
P13716,43
P40189,46
P46952,19
P47870|P18507|P48169,16
P48730|P40337,11
P78348,22
Q08477,35
Q5TCX8,43
Q6NYC1,42
Q9NZI8,31
Q9UL19,57
Q9Y5Z0|P56817,56
Q9Y6Q9|Q96SW2,13
P0DJD9,58
P0DTE4,47
P17787|Q15822,31
P29992,53
P35520,31
P49840|Q96SW2,31
P62745,54
P63252,39
Q01196,17
Q16576|O14929,49
Q9GZZ1,23
Q9Y2I7|P40337,23
P01031,13
P18440,52
P21912,45
P25440|P40337,28
P42574|P55210,52
Q13627|Q96SW2,14
Q14694,50
Q15910|P40337,21
Q16543,25
Q8IYD1,55
Q8IZK6,38
Q96SW2|Q01973,30
Q9Y478,57
O14646,57
P12319,41
P20839|P12268,52
P21673,37
P37288|P47901,60
P63096|O14924,61
Q13342,54
Q6DHV7,37
Q9NRL2,37
Q9NWM0,29
O00462,56
O43598,47
O95239,54
P09488,48
P15374,52
P98170|Q07817,16
Q53EL6,58
Q8WTV0,59
O14640,23
P28329,63
P38571,32
Q07002|Q8ND76,58
Q14721,63
Q8NFI3,51
Q96FA3,54
Q99943,63
Q9H227,59
Q9NSI6,55
Q9NWZ3|P40337,25
O60741,41
O95278,51
P05162,48
P09668|P43235,64
P30405,43
P51531|Q96SW2,17
P52209,39
P54289|Q13936|Q02641,52
Q15554,60
Q16539|Q96SW2,27
Q6NS38,44
Q9BZX2,21
O75381,65
P00533|Q9GZQ8,22
P36873,32
P42338|P40337,9
Q16696,54
Q495T6,44
Q96AE4,37
O15550,41
O75884,26
P06756,63
P09601,51
P21462|P25090,26
P23470,54
P30518|Q9NS67,26
P50570,38
Q09472|Q14814,22
Q9HCN6,30
O95619,32
P01106|P61244,29
P06702,59
P06732,30
P15813,17
P16615,57
P31641,65
P34913|Q96SW2,19
P35968|P40337,26
P61964|P01106,56
Q86SG6,46
Q8TEK3|P40337,17
Q96KN8,56
Q9BVS4|Q9BV68,23
Q9NWW9,56
Q9UBU3,12
Q9Y6K0,50
P00533|P29279,34
P19801,66
P22310|P16662|O75795|P36537|P54855|Q9BY64|P06133|O60656|Q9HAW8|P0DTE4|P22309|P19224|Q9HAW7|Q9HAW9|P35503|P35504|Q6UWM9|O75310|P0DTE5,30
P23025,40
P50148,41
P61981,59
P05556|P17301,63
P14415|P50993,21
P32245|Q01726,69
P39086|Q16478|Q16099|Q13002|Q13003,62
P50993|P54709,21
Q6UWV6,69
Q9UGC6,6
Q9Y3Q0,61
O43741|P54619|Q13131,57
P06493|P24864,54
P12544,55
P29353,65
P49281,53
P99999,23
Q07075,69
Q14749,42
Q86YT5,34
Q9Y265,57
O00257,68
O75469|P40337,29
O75688,66
O94806|P17252|P05129|Q05655|P05771|Q02156|P24723|Q15139|Q04759,68
P07686|P06865,50
P0C869,50
P15309,53
P29597|Q96SW2,25
P43251,67
P62873|P59768,39
Q06124|P40337,23
Q15465,34
Q96SW2|Q86WV6,44
Q9BTU6,65
O15540,70
O95544,54
P19793|P43354,35
P23469,62
P49902,44
Q14004|Q9NYV4,41
Q96D31|Q13507|Q13586|P48995,36
Q99807,20
Q9UF12,26
P00519|P11274|P40337,30
P08754,37
P09086,37
P09471,37
P24855,73
P32322,63
Q6P2P2,46
Q96PH1,55
O14894,44
P02675,37
P29033,35
P49407,41
P49720,9
P50747,38
Q05586|Q14957,60
Q07820|P55957,69
Q86XE5,31
O15228,9
P13056,71
P46937|P28347,58
Q13619,46
O15056,32
O60674|P29597,56
P04053,70
P06865,22
P12821|Q9BYF1,61
P17066,69
P30939|P41595|Q13639|P28222|P46098|P08908|P28221|P28223|P28335|P28566|P34969|P50406|P47898|A5X5Y0|O95264|Q70Z44|Q8WXA8,50
Q6PCB7,74
Q86Y97,57
Q99504,14
O43148,54
P06493|P11802|P24941|Q00535|Q00534|P50613|Q00526|Q00536|Q07002|P49336|Q00537|P21127|Q96Q40|Q9BWU1|O94921|P50750|Q15131|Q14004|Q8IZL9|Q9NYV4,38
P11802|Q00534,23
P55011,43
P57789,46
Q07817|Q16611,68
Q96SW2|O60907,14
Q9UHD2|P40337,34
Q9Y4B6,49
P05023|P05026,23
P05026|P50993,23
P62805,70
P78527|P12956|P13010,36
Q05586|O15399,60
Q08050,26
Q96QA9,42
Q9BUB5|Q96SW2,32
Q9UKK3,60
Q00536|Q8ND76,69
Q07812,51
Q13686,54
Q99677,48
O60307,41
P33981|Q96SW2,16
P43235|P07858,79
Q16798,52
Q16828,52
Q9HC52,75
P28472|P48169|O14764,50
P28562,57
P51512,75
P54646|O43741|P54619,60
P68402,21
Q06830,49
Q13443,76
Q8TDX6,52
P09917|P20292,29
P16885,45
P35813,69
P47870|P18507|P31644,44
Q96D31|Q96SN7|Q9BRQ5,41
Q96MU7,62
P14867|P18507|P18505,38
P54707,82
Q2M385,50
Q4FZB7,62
Q9H0J9,64
O60885|Q9NXF7,15
P08648|P53708,28
P14410,78
Q14004|Q96SW2,47
Q6QHF9,51
Q92736,68
Q9BUL5,78
Q9NSA0,59
Q9UBR2,61
Q9UJQ4,52
Q9UM73|P06748|Q96SW2,36
O75330,7
P02489,11
P28161,84
P30837,61
Q9ULY5,55
O00560|P34741,78
O95644,61
P0DP23,53
P21802|Q96SW2,37
P49841|Q96SW2,39
P59538,22
Q9Y2Q3,28
O75832,63
P08253|P03956,87
Q9BQA1|P40337,33
O14920|O15111|Q9Y6K9,36
O96028|Q96SW2,25
P02787,56
P48544,29
P54687,72
Q07817|P40337,48
Q15078,34
Q8NB16|Q96SW2,28
O15297,74
P04746,82
P12429,51
P14635,85
P20916,72
P38646,60
P46939,81
P49662,70
P61024|Q13309|P63208,89
Q06520,39
Q13547|O15379|Q9UBN7|Q92769,29
Q14451,26
Q16831,37
Q9NRW4,79
Q9UHH9,66
Q9ULH1,89
O95817,60
P06756|P08648,33
P19021,44
P24941|Q96SW2,46
P31645|P23975,83
P61956,47
P98170|Q13489|Q13490,30
Q12923,79
Q15393,19
Q9UBS0|P23443,88
O00444|Q96SW2,31
O43868,69
O76074|Q14432|Q13370,76
P00740|P00742,90
P17787|P32297|Q15825|Q05901,38
Q8N3A8,86
Q8TDQ0,75
Q9NQV7,57
Q9UNU6,90
Q9Y286,70
P06734,88
P17302,69
Q15120,74
O14924,93
O94907,68
P00387,51
P32297,73
P38936,37
P27487|Q9UHL4,91
P54098,72
P54652,47
P55058,46
Q01538,54
Q14697,30
Q16820,90
Q9Y657,40
P01721,45
P0DPH7|P68366|Q71U36|P68363|Q9BQE3|Q6PEY2|A6NHL2|Q9NY65,39
P14859,45
P22059,56
P26447,91
P26639,34
P49789,45
Q04844,81
Q96GX5,46
Q9NR71,51
O00142,78
P08514,52
P25774|P43235,95
P27169,69
P52789,60
P53041,63
Q16773,49
Q5MY95,73
Q92547|P49760|Q13535|Q8WXE1,17
Q9BY41|P40337,41
P19793|P55055,68
P27987,97
P43378,95
P49842,46
P51530,38
Q8TCT1,72
Q92769|P40337,43
P11766,91
Q9Y232,64
O95602,76
P11586,77
P13995,83
P14174|P04233,91
P48651,97
P67870|P19784,93
Q8WWQ0,75
Q96SW2|Q9UKS7,66
Q9HCP0|P78368|P48730|P49674|P48729,95
Q9UBE0,49
P06400,51
P15086,100
P32320,60
P56696,72
P61244,58
Q14534,90
Q96Q15,59
Q9Y6N5,63
O00411,83
P06858,71
P29375|Q9UGL1,88
P47870|P18507|P34903,71
P61964|P40337,28
P62753,53
Q16548|P55957,101
Q96K76,80
Q9Y3Q4,84
P31751|Q9Y243|P31749|Q96SW2,32
P36507|Q02750|P40337,26
Q7Z2H8,52
Q9H300,60
Q9NYV7,27
O76074|Q13956|P18545|P35913|O43924|P16499|P51160,101
P05187,85
P41252,80
Q08188,95
Q9NR21,69
Q9NWT6,96
Q9UBX1,73
O95461,99
O95864,101
P10415|Q96SW2,45
P18146,72
Q16647,96
Q9NRC8,71
O95436,100
P13500,73
P43235|P07711,100
O15379|O75376,84
Q9HAW7,72
O43511,59
O76074|P54750|Q01064|Q14123,93
P00558,99
P25054,78
P30518|P37288,107
Q07108,61
Q13946|Q9NP56,97
Q9NPI1|P40337,33
Q9NYQ3,54
P09429,80
P19235,61
P40933|Q13261,71
Q9UK17,96
Q9UK80,31
Q9Y6K1|Q9UJW3,66
O60706,56
O75355,86
P18507|P28472|P48169,90
P25440|Q96SW2,35
P80370,95
Q13085|O00763,104
Q9H492,62
Q9NNX6,61
P53609,106
Q01433,68
Q12797,57
Q14004|O75909,98
Q14332,25
Q9UHJ3,80
O43151,74
P07996,47
P19440,71
P50225,42
Q01860,46
Q13547|P40337,45
Q8N8U2,108
O14744|P40337,40
O95050,71
P36888|Q96SW2,37
Q96SW2|P41182,47
Q9BW19,85
Q9NQ90,44
Q9NYV4|Q96SW2,74
Q9P0M4|Q8NFR9,98
Q9ULD8,111
P11926,71
P49585,113
Q01718,65
Q13332,65
Q2L8D9,31
P16435,64
P17787|P43681|P30532,52
P46721,73
Q08211,34
Q969D9,69
O14874,56
P01730,95
P28702|P48443|P19793,51
Q13133|P55055,107
Q13155,76
Q6IQ20,114
Q9H2X3,82
P00742|P08709,116
P14867|P47870,47
P37231|P19793,57
Q14654,114
Q9UBE0|Q9UBT2|P63279,112
P14416|P35462|P21918|P21917|P21728,99
P26927,53
P27540|Q99814,117
P32754,113
P49961,92
Q96C86,80
Q9Y5L3,86
Q9Y6Y9,37
P0DUB6,70
P15104,34
P29401,70
P41595|P28335,114
Q8IVV7,76
O15393,73
P11309|Q9P1W9|Q86V86,104
O43791,60
O75084,38
P14416|P28223,93
P23415|P48167,51
P37231|Q03181,113
P49356,48
Q15633,80
Q8IYL9,112
Q99489,90
Q9NSD5,94
Q9UNW8,50
P01911,56
P08581|Q96SW2,30
P40925,117
P61077,71
Q9NYK1|Q9NR97,25
Q9ULW8,71
P02708,96
P17174,110
P01308,42
P10599,60
P23458|O60674,73
P32245|P41968,114
P35913|P16499,41
Q15131,104
Q96PN6,60
Q9Y4C1,111
P05412|P01100,84
P50148|P29992,107
Q15125|Q9UBM7,68
Q8NBP7|Q9GZQ8,19
P20273,90
Q13564,59
Q9BY41|Q96SW2,53
P14550,102
P46093,104
P49773,65
Q9H8M2|P40337,39
P16499,125
P42263,73
Q13547|Q9UBN7,4
Q86W10,41
Q92570,59
Q9BPW0,126
Q9UBZ9,27
O60880,62
P08253|P45452,124
P35228|P29474,112
P35348|P25100,123
P51812|Q9UBS0|O75676|Q15349|O75582|P23443|Q9UK32|Q15418,83
Q15059|Q96SW2,39
Q8NA19,99
Q92947,35
P06493|P30281,43
P07992|Q92889,97
P08238|Q16543,98
P11802|Q96SW2,57
Q8TB45,30
Q99497,57
Q9NXG6,94
O00470,46
P51659,121
Q8IV61,90
Q8TBC4,127
Q96Q83,100
P00918|P43166|P00915|P07451|P23280|O43570|Q9ULX7|Q16790|P22748|Q8N1Q1|Q9Y2D0|P35218,124
P21549,21
P51149,31
Q92843,112
P02511,44
P07306,31
P30291|Q96SW2,43
Q8TDS5,83
Q9H8M2|Q96SW2,54
P07686,76
P38919,81
Q2NL67,62
Q6IQ55,124
P35575,115
P41440,68
P42568,68
Q14242,132
P01116|Q96SW2,38
P09172,86
Q00796,119
Q96G91,84
Q9H237,95
Q9UKS7,55
P01275,122
Q07820|Q96SW2,22
Q9NS75,120
Q9NSE4,135
Q9Y6E7,70
O15120,126
P37231|Q07869|Q03181,85
Q9ULI0,115
O76082,77
P03372|P40337|Q13617,37
Q15717,65
Q99594,86
P02452,93
P08253|P14780,137
P17342,115
P35348|P08913|P18825|P25100|P35368|P18089,103
P40313,40
Q05209,132
Q9HC62,80
P06133,96
P14867|P47870|P28472|P48169|P34903|P18505|P47869|P31644|Q16445,97
P16152,46
P61586|P08134,35
P62136,134
Q9H5J4,131
Q96CX2,65
P18510,105
P49336|Q9BWU1,82
P56730,142
Q15047,116
Q8N6T7|Q96SW2,40
Q9UM73|P06748,91
O14788,62
O75116|Q13464,128
P03372|P40337,54
P46019,130
P49354|P49356|P53609,138
Q15758,77
Q9UP38,60
P46089,58
P56703,82
Q3MIX3,143
Q9H255,26
O60427,137
P00734|P00742,140
P14151,134
P18669,99
Q15125,129
Q6UWR7,107
Q9NQW7,111
O95180|P54289|Q13936|Q8IZS8|Q13698|Q9NY47|Q01668|O00555|Q00975|O43497|Q7Z3S7|Q9P0X4|O60840|Q15878|O00305|Q08289|Q02641|P54284|P62955|Q9UF02|Q9Y698|Q9UBN1|Q8WXS5|O60359|Q9BXT2|Q06432,129
P01112,115
P05230,126
P10827|P10828,127
Q16762,136
Q9BW60,82
P08684|P20815,105
P36956,104
Q05397|Q96SW2,56
Q92918|Q96SW2,63
Q96L73,102
O95235,40
P05198,86
P14207,64
Q05BQ5,121
Q99460|P49721|P20618|P28074|P28062|P28065|P28072|O00487|P25786|P25787|P25788|P25789|P28066|P60900|O14818|Q8TAA3|P40306|A5LHX3|P49720|P28070|Q99436|Q16186|P35998|P62191|P43686|P62333|P17980|P62195|Q13200|O43242|O00232|O00231|Q15008|P51665|Q9UNM6|P55036|P48556|P60896,69
P61964|Q03164,119
Q13118,45
Q13557|Q13555|Q13554|Q9UQM7,142
Q86VZ5,116
P08263,90
P47929,130
P51160,132
P09874|Q9Y6F1|Q9UGN5,96
Q9UBS0,115
P01024,70
P07949|Q16204,96
P31751|Q9Y243|P31749|P40337,66
Q99623,57
Q9UGI6,84
O00400,145
O15379|P40337,69
O75751,101
P08253|P14780|P22894|P45452|P03956,150
P51787,113
O15121,57
P30085,140
P30926|P32297|Q15825,67
P45452|P03956,149
P51692,141
Q01118,96
O15392,64
P04180,148
P59540,24
Q08752,71
Q16850,87
Q9HBH9|Q9BUB5,129
Q9UQ07,65
O94921|Q8ND76,148
Q8IV63,156
Q96D31,118
Q9BPX1,55
Q9NS67,63
Q9P0G3,93
A5PKW4,140
P10415|Q14457,52
Q01973,122
P15085,115
Q6PIU2,128
Q9BYW2,115
ENSG00000207827,159
P19793|Q13133,104
Q93088,57
P04049|Q02750,157
P49116,81
Q9BTU6|Q8TCG2|Q9UBF8|P42356,93
P12955,127
Q01970,159
Q96FW1,75
Q9H999,121
V9HWB9,93
P46531,135
P48061,142
Q12888,133
P04439,160
P29122,157
Q04756,142
Q96CA5,67
O43463,133
P17787|P32297,130
O95622,133
Q9H1D0,103
O60885|Q96SW2|Q16531,71
P08684|P20815|Q9HB55|P24462,107
Q07973,98
Q14957,87
P22735,164
Q5VTY9,61
Q969H4,72
Q9UM73|Q9HC35|Q96SW2,37
P22392,78
Q6SZW1,81
Q8NB16,99
Q9ULC6,101
P04637|O15151,148
P29475|P29474,156
P78417,115
Q13956|P18545|P35913|O43924|P16499|P51160,155
Q8NB78,144
Q9HBH1,141
P00519|P42684,162
P07288,132
P11802|P24385|P30281|P30279,160
P20701,119
P35580,169
Q00534|Q96SW2,69
Q7L2E3,170
O94953,119
P19438,162
P45974,126
Q8IW41|Q16539,24
P08172|P08912,164
P23919,103
P63096,109
Q13547|O15379|Q92769,76
P07550|P13945,153
P23921,85
P43490|P40337,39
O00754,57
P28482|Q16539,24
Q9BXA5,115
O00398,66
P00441,106
P00734|P08709,162
Q15046,156
Q8NFU7,85
P04632|P07384,175
P48066,131
Q8TDU9,66
P51878,97
Q96S53,175
Q96T88,141
Q9P2J5,131
Q9UPN9,157
O00421,157
P32248,125
Q08462,126
Q13887,175
Q8IZX4,120
P46092,142
P54855,144
O60841,173
Q9ULD4,125
O60235,76
P28838,164
P46937|Q15561,39
Q03405,120
Q9ULC5,181
Q9Y2J8,122
O75365,109
Q9H4B7,168
P40926,137
P12004,66
P38117,183
P49366,102
P56470,75
Q9NR63,56
Q9UGP5,104
O00264,182
P01130,158
P07949|P33176,152
P49888,55
Q12778,96
Q6P5Z2,172
P12821|P08473,59
P16066,182
Q16348,91
Q99732,62
Q9H7M9,144
Q9Y2W1,179
P07741,186
P09038,151
P27694,152
P28223|Q14416,17
P04792,97
P30542|P29275|P29274,171
P56192,101
P25963,91
P30086,188
P34903,133
P04899,182
P15328,105
Q14397,156
Q9NTK5,189
Q9UBN7|Q96SW2,62
P14091,153
P17655,175
P32302,169
P61586,118
O95263,187
P18031|Q96SW2,36
P40763|Q96SW2,64
P51788,59
Q8NCG7,70
Q6ZWH5,187
P47870|P18507|P47869,135
Q8NHU3,148
P49589,189
P61024|Q13309,91
O14793,131
O60602,189
P37231|Q07869,95
O75795,93
P11217,167
P14416|P21728,183
P80404,110
Q6N021,98
O15382,141
P07202,69
P51787|P15382,161
Q15067,197
Q8TDX5,79
Q92800,132
Q96J92,171
Q9NXS2,151
P08588|P13945,176
P0DMS9,183
Q86XP3,199
P07355|P60903,92
P08151,109
P15907,78
Q92876,112
Q9UBS5,191
P0DMV8,134
P24941|P78396,187
Q5JRX3,59
Q8N2K0,156
Q96PN8,184
Q92551,191
P50336,118
Q92508,35
Q9P2R7,206
P68371|Q9H4B7|Q13509|P04350|Q3ZCM7|P07437|Q13885|Q9BVA1|Q9BUF5|A6NNZ2,119
Q5TCY1,158
P08240,209
Q15562,144
Q6P2M8,187
Q92905,129
P18848,98
P24158,176
P19320,196
P46937,59
P60953,103
Q16654,167
Q9NX46,52
O15294,124
P09871,203
P17707,183
P52333|P23458|O60674|P29597,154
Q01959|P23975,174
Q05586,141
Q709F0,214
Q7Z406,217
P01116|P40337,63
O43194,89
P42575,130
Q13507,134
Q9UHC3,128
P00519|P11274|Q96SW2,100
Q5HYI8,218
P20839,184
P04626|P00533,172
Q9NZ45,119
Q9UBC3,164
O15496,168
P49959,79
Q6JQN1,220
Q9NVM4,169
Q96B36,89
Q96SW2|Q9UKT9,125
Q99895|P17538|P40313|Q6GPI1,199
Q9UPY5,129
P04626|P00533|Q15303|P21860,157
P13726,200
P35503,124
P40337|Q96SW2,15
Q9UPC5,169
P51159,225
P63000,118
P19224,154
Q01813,226
O15305,182
O94788,190
P00519|Q13671,229
Q14683,223
O75936,125
P00736,122
P24941|O96020,45
Q07820|Q13794,42
P02743,18
P08173|P08172,224
P15170,157
P41229,199
Q9P0J0,230
Q13126,122
Q9BZE4,231
Q9HAW9,153
O60240,233
P20340,232
P24468,234
P78352,85
Q9NQR1,174
O00443,199
P24046,136
Q96NT5,60
Q460N3,170
Q58FF8,235
Q9NPI1,130
P11142,183
P08865|P42677|P62753|P15880|P23396|P61247|P62701|P22090|P46782|P62081|P62241|P46781|P46783|P62280|P25398|P62277|P62263|P62841|P62244|P62249|P08708|P62269|P39019|P60866|P63220|P62266|P62847|P62851|P62854|P62979|P62857|P62273|P62861|P39023|P36578|P46777|Q02878|P18124|P62424|P62917|P32969|P27635|P62906|P62913|P30050|P26373|P40429|P50914|P61313|P18621|Q07020|Q02543|P84098|P46778|P35268|P62829|P62750|P83731|P61254|P61353|P46776|P46779|P47914|P62888|P62899|P62910|P49207|P42766|P18077|Q9Y3U8|P83881|P61927|P61513|P63173|P62891|P62945|P05388|P05386,101
P28336,216
P34972|P21554,230
P37231|Q9Y618,239
Q5JUK3,151
P08588|P07550,189
P61026,238
Q15910|O75530|Q15022|Q09028,79
Q9NYV8,166
P06881,137
P08574,239
P22612,235
P26196,240
P30419|O60551,101
P61158,238
Q15788,241
P07949|Q16204|Q96SW2,66
P33991,237
P55211,163
Q96D31|Q13586,197
P55157,193
Q8N474,111
Q9Y6Q9,242
Q9BX84,233
O95347,243
P09668,169
P49748,243
Q05823,152
P30939,176
Q15056,226
Q9UHD8,244
O15254,245
O60313,245
P43686,245
P49411,245
Q49AN0|Q16526,244
Q6ZSR9,245
Q9UGJ0,245
O15357,129
P18074,245
P31689,247
P39877,224
Q9NU22,240
O00182,152
P13861,248
P14902|Q96SW2,86
P30542|P29274,242
Q05932,116
Q09470,206
Q9NSD9,244
O95718,172
P23945,160
Q86TW2,245
Q99519,136
P12236,244
Q00987|Q96SW2,61
Q96GD4|Q9NQS7,219
Q9ULC4,82
P09884,199
P41250,246
Q9Y466,139
P42285,246
P62826,247
Q8TCC7,151
P28715,126
P48058,154
Q92499,249
P20309|P11229,233
P42345|Q6R327|Q9BVC4|Q9BPZ7,192
P47211,157
P54619,256
Q05193,252
Q6V1X1|Q86TI2,59
Q9H0A0,248
Q9HCG7,202
Q9Y2K7,157
P05141,249
P05981,214
P30542|P29275,255
P05362,200
P40306,174
Q12830,148
P17538,188
Q8IU80,222
P18858,202
P50750|O75909,218
P01106|P61244,171
P31939,208
Q9NZQ8,182
Q16881,112
Q96JM7,126
Q9HAW8,159
O00574,74
O14867,5
P54819,253
P57058,250
P61160,258
Q07889|Q96SW2,80
Q9GZT4,185
P09874|Q96SW2,58
Q8WWR8,134
P51589,157
Q6B0I6,175
Q76MJ5,261
P06493|P20248,194
Q14839,263
Q15910|Q96SW2,45
P00734|P07477|P07478|P35030,257
P0C264,252
P19367,264
Q8WYB5,94
Q96Q40,253
Q9HCE7,118
Q15750|O43318,266
Q9Y2H9,248
O60755,272
P08185,54
P48065,102
O00764,261
P47869,189
Q16881|Q9NNW7|Q86VQ6,124
P04839,155
P63316|P19429|P45379,276
Q8WU08,262
O94760,91
P10323,259
P30519,272
O14717,71
P50750|Q96SW2,106
Q4U2R8,148
Q9UBS5|O75899,157
P30926|P43681,155
P54577,276
Q8TE23|Q7RTX0,179
P54646|P54619|Q9Y478,172
P41595|P28223|P28335,242
P40818,175
Q07889|P40337,60
Q96P65,175
O75311|P48167,213
P24530|P25101,261
P00558|P07205,252
P17948|P35916|P35968,275
P25025|P25024,242
P17812,268
P36639,165
P35348|P35368,210
Q6XUX3,271
P00918|Q16790,236
P11274,270
Q6ZN16,258
P18433,223
P23458|P29597,179
P13612,182
P22310,204
Q15661,267
Q16572,250
Q9UKT9,171
O60658,258
P20794,273
P30307,239
P98170|Q13490,99
Q15392,277
Q52WX2,276
Q8TDR2,270
Q9NPC1,153
O95696,172
P32929,147
P27815|Q14432|Q08499|Q07343|Q13370|Q08493,201
Q7RTN6,270
P49768,138
P60842,136
O43283,279
Q9NR22,261
Q02790,241
Q9NWZ3|Q96SW2,149
Q16552,117
Q8IVW4,273
Q9Y2I1,202
O95665,270
Q9BV86,123
P48449,194
Q92934,186
Q969V1,298
P00403,198
O00481,73
P30531,217
Q96SW2|Q13422,204
O43924,215
P00533|Q96SW2,78
Q9NSD7,149
P07148,140
P0C1S8,276
Q13133|P55055,124
P30838,187
P35354|P23219,299
P35462|P21917,270
P48058|P42263|P42262|P42261,208
P04066,179
Q8NFD2,263
Q9BYF1,220
P22234,312
Q9UIF9,224
P16233,209
P26599,115
Q96S44,281
O95838,205
P34981,275
Q8TDD5,281
P04278,179
P31152,263
Q9UPP1,136
O60911,252
P30550,294
Q9BZ95,176
Q6ZQW0,140
Q99986,276
Q9Y6F1,206
O75643,295
P42356,243
Q14654|Q09428,139
Q8NEV4,270
Q96T60,73
Q9Y6A2,211
P51575,201
P56937,191
Q9NRH2,292
P40145,181
P48729|Q96SW2,133
P57078,302
Q13422,257
Q8IY84,305
Q9BZJ3|Q15661|Q9NRR2,308
P29275|P0DMS8,310
P68871,273
P47895,209
Q3SYC2,264
P37268,315
Q92772,294
Q9H6Z9,178
O60894|Q16602,182
Q16658,215
P03372|Q96SW2,145
P13807,150
P35626,280
Q9Y587,112
P16278,198
Q15743,94
Q8N752,289
O15455,290
O75908,250
P28065,218
P39086,278
Q12879,153
Q9NRP7,267
P28222|P28221,254
Q9UHC9,259
O14638,249
P14598,149
P35590,284
P31751|Q9Y243|P31749,192
Q6P6C2,201
O60656,202
P24864|O96020|Q00526,185
P41586,164
Q9BRS2,287
Q13523,291
P49019,286
Q96D53,276
Q9C098,289
O14936,283
Q9Y618|P41182,139
O00429,87
P52333|P23458,229
P35790,258
O60733,183
Q86U44|Q9HCE5,301
O95931,300
Q9Y337,226
O14730,278
O14843,228
Q9Y256,299
P10809|P61604,257
O60218,207
P00533|P40337,85
P18507|P28472|Q16445,241
O15303,287
Q9NPH5,238
O43603,209
Q96LB2,200
Q9H4A3,282
O00222,288
P28300,152
Q9BXC1,113
Q13002,211
Q99538,260
P0DMS8|P29274,302
P35498|Q99250|Q9NY46,212
P14416|P21917,284
P20393,170
P32298,332
O14672,232
P23284,149
Q9NY46,230
Q8WXD0,370
P51965,123
Q7Z601,224
Q8WXR4,309
P09238,316
Q9UL62,305
Q9Y3R4,233
P00492,324
P22607|P11362|P22455|P21802,283
P35222|P56704,128
P56524|Q14814,128
P98170|Q13489,128
Q9H2K2|O95271,236
P22888,277
P27037,322
O15229,215
P51532|P40337,141
P81172,237
Q9NYW2,329
P05023|P14415|P05026|P50993|P54709|P13637|Q13733|P54710,359
P17516,355
Q00613,174
Q56UN5,321
P23921|Q7LG56|P31350,205
Q9GZQ4,236
O43526,218
P42229,224
P51685,294
O60563,371
O94921,314
P21397|P27338,232
Q9NY57,330
Q9UQ88,292
Q9Y6L7,393
O60678,298
P34896,121
Q9H7Z7,317
Q9UQ49,252
Q15109,252
Q99755,328
O43897,397
Q13324,381
Q6P3R8,334
Q9NY59,172
Q9UEW8,350
Q9HB89,244
P08397,402
Q04760,274
P23415,160
Q9BXC0,238
Q07002,310
O94759,252
P06756|P26012,249
P21964,274
Q92698,409
P05231,144
P05556|P06756,253
P21127,297
Q9UGM1|Q9GZZ6,278
P30988|O60896,168
Q9H1C0,223
Q96LA9,316
P31645|Q01959,317
Q7Z5P4,347
Q86VL8,271
P04156,378
Q86UX6,344
Q13489,240
O60331,392
Q14654|O60706,119
Q9P0X4,360
P32418,388
O15554,187
P27986|P42338|P48736|P42336|O00459|O00329|Q8WYR1|Q92569,430
O00214,229
O76039,378
P05412,298
P11150,428
Q03111,190
O95822,281
P19174,264
Q13304,216
O14939,315
P05413,259
Q9UF33,341
P00488,252
Q12931,264
Q86YV6,336
O94782|Q8TAF3,223
P22314,168
P48549|P48051,222
P55899,208
Q99895,350
O14786,247
P51531|P40337,142
Q13510,298
O00571,408
P10398,415
Q00532,413
P16455,187
P41235,389
Q8WTS6,320
O60885|P40337,95
P27986,336
Q16873,180
Q8TBC4|Q13564,266
Q6P179,413
P14672,440
P49683,309
P19634,346
P21860,359
Q9HCT0,407
P22309,253
Q12908,395
Q15561,210
Q9Y6K1,256
Q92793|Q96SW2,101
Q09472|Q92793,292
Q15149,156
Q06278,276
Q08828,281
Q13285,411
Q01650,144
Q13393,331
O00487,447
P10275|P40337,141
P34897,326
O75356,162
P08684|P04798|P33260|P20815|P05177|P78329|P11712|P51589|P33261|P10632|P10635|Q02928|P20813|Q16678|P11509|Q9HB55|P05181|P24462|Q8TAV3|Q08477|Q16696|P98187|P20853|P24903|Q6VVX0|Q96SQ9|Q7Z449|Q5TCH4|P13584,330
P11216,388
P36507|Q02750,275
Q93008,287
O43526|O43525,315
P00390,316
O15244,196
Q16548,256
Q02779,385
Q9HBW0,291
P11168,481
P78356,390
P04070,411
P21675,286
Q53GL7,264
O95747,444
P20648|P51164,336
P51843,492
